txn_id,y_access_failure,y_maker_checker_breakdown,y_cbs_posting_failure,y_account_opening_failure,api_latency_ms,retry_count,peak_hour_flag,server_region,hour,day_of_week,is_weekend,latency_band,retry_band,otp_failure_flag,session_timeout_flag,token_mismatch_flag,external_dependency_failure_flag,client_network_drop_flag,app_crash_flag,middleware_timeout_flag,field_error_flag,error_field_name,caching_issue_flag,tat_minutes,tat_hours,tat_bucket,submission_hour,submission_day_of_week,peak_submission_flag,control_risk_score,api_call_status,api_latency_ms_cbs_int,retry_attempts,cbs_sync_status,reconciliation_flag,data_loss_flag,event_hour,event_day_of_week,peak_event_flag,api_latency_band_integration,retry_band_integration,sync_risk_score,account_type,channel,branch_id,txn_month,txn_day_of_week,end_to_end_friction_score,total_failure_layers,is_slow_auth,is_slow_cbs
TXN0055930,0,0,1,0,792,3,0,West,0,6,1,moderate,high,0,0,0,0,0,0,0,0,No_Error,0,135,2.25,>2h,0,6,0,1,Failure,4438,1,Failed,1,0,0,6,0,very_high,low,3,Savings,Mobile,B326,3,6,4,1,0,1
TXN0076779,0,0,0,0,290,1,0,North,6,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,127,2.1166666666666667,>2h,6,6,0,1,Success,724,0,Synced,0,0,6,6,0,moderate,none,0,Savings,Tablet,B488,3,6,1,0,0,0
TXN0027363,0,0,0,1,341,2,0,North,17,6,1,low,medium,0,0,1,0,0,0,0,0,No_Error,0,123,2.05,>2h,17,6,0,1,Success,890,0,Synced,0,0,17,6,0,moderate,none,0,Current,Mobile,B450,3,6,1,0,0,0
TXN0080878,0,1,0,0,731,1,0,North,22,6,1,moderate,low,0,0,1,0,0,0,0,1,DOB,1,276,4.6,>2h,22,6,0,3,Success,695,0,Synced,0,0,22,6,0,moderate,none,0,Current,Tablet,B300,3,6,3,1,0,0
TXN0073517,0,0,0,1,1864,1,1,South,11,6,1,high,low,0,0,1,0,0,0,1,0,No_Error,0,7,0.1166666666666666,<=15m,11,6,1,0,Success,809,0,Synced,0,0,11,6,1,moderate,none,0,Current,Tablet,B481,3,6,2,0,1,0
TXN0047164,0,0,0,0,491,1,0,West,18,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,178,2.966666666666667,>2h,18,6,0,1,Success,752,0,Synced,0,0,18,6,0,moderate,none,0,Savings,Tablet,B433,3,6,1,0,0,0
TXN0069275,0,0,0,0,858,1,0,West,19,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,89,1.4833333333333334,1-2h,19,6,0,1,Success,574,0,Synced,0,0,19,6,0,moderate,none,0,Current,Mobile,B223,3,6,1,0,0,0
TXN0085260,0,0,0,0,357,1,0,East,20,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,62,1.0333333333333334,1-2h,20,6,0,1,Success,594,0,Synced,0,0,20,6,0,moderate,none,0,Current,Mobile,B467,3,6,1,0,0,0
TXN0031639,0,0,0,1,1174,2,0,South,18,6,1,high,medium,0,0,0,1,0,0,0,0,No_Error,0,177,2.95,>2h,18,6,0,1,Success,367,0,Synced,0,0,18,6,0,low,none,0,Current,Tablet,B359,3,6,1,0,1,0
TXN0039302,0,0,0,0,482,3,0,West,16,6,1,low,high,0,0,0,0,0,0,0,0,No_Error,0,165,2.75,>2h,16,6,0,1,Success,442,0,Synced,0,0,16,6,0,low,none,0,Current,Tablet,B593,3,6,1,0,0,0
TXN0078920,0,0,0,1,2386,1,1,East,11,6,1,very_high,low,1,1,0,0,0,0,0,0,No_Error,0,13,0.2166666666666666,<=15m,11,6,1,0,Success,761,0,Synced,0,0,11,6,1,moderate,none,0,Savings,Tablet,B469,3,6,2,0,1,0
TXN0001349,0,0,0,0,301,1,0,West,19,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,100,1.6666666666666667,1-2h,19,6,0,1,Success,667,0,Synced,0,0,19,6,0,moderate,none,0,Savings,Mobile,B157,3,6,1,0,0,0
TXN0004941,1,0,0,0,869,1,0,West,1,6,1,moderate,low,0,0,0,0,1,0,0,0,No_Error,0,80,1.3333333333333333,1-2h,1,6,0,1,Success,1178,0,Synced,0,0,1,6,0,high,none,1,Savings,Mobile,B131,3,6,2,1,0,1
TXN0024098,0,0,0,0,222,1,0,South,21,6,1,low,low,1,0,0,0,0,0,0,0,No_Error,0,155,2.583333333333333,>2h,21,6,0,1,Success,857,0,Synced,0,0,21,6,0,moderate,none,0,Current,Mobile,B484,3,6,1,0,0,0
TXN0036319,0,0,0,0,953,1,0,West,2,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,64,1.0666666666666669,1-2h,2,6,0,1,Success,473,0,Synced,0,0,2,6,0,low,none,0,Savings,Tablet,B389,3,6,1,0,0,0
TXN0047549,0,0,0,0,860,1,0,West,4,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,158,2.6333333333333333,>2h,4,6,0,1,Success,1141,0,Synced,0,0,4,6,0,high,none,1,Current,Mobile,B202,3,6,2,0,0,1
TXN0079616,0,0,0,0,453,1,0,West,19,6,1,low,low,0,0,1,0,0,0,0,0,No_Error,0,33,0.55,30-60m,19,6,0,0,Success,1156,0,Synced,0,0,19,6,0,high,none,1,Current,Mobile,B487,3,6,1,0,0,1
TXN0028312,0,0,1,0,381,1,0,West,6,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,110,1.8333333333333333,1-2h,6,6,0,1,Failure,4078,2,Failed,1,0,6,6,0,very_high,medium,3,Savings,Tablet,B281,3,6,4,1,0,1
TXN0008569,1,1,0,0,414,2,0,South,15,6,1,low,medium,0,0,0,0,0,0,0,1,KYC_ID,1,194,3.2333333333333334,>2h,15,6,0,3,Success,594,0,Synced,0,0,15,6,0,moderate,none,0,Savings,Mobile,B494,3,6,3,2,0,0
TXN0038351,0,1,0,0,1045,1,0,East,20,6,1,high,low,0,0,0,0,0,0,0,1,DOB,1,283,4.716666666666667,>2h,20,6,0,3,Success,494,0,Synced,0,0,20,6,0,low,none,0,Current,Tablet,B170,3,6,3,1,1,0
TXN0095515,0,0,1,0,1150,1,0,South,3,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,76,1.2666666666666666,1-2h,3,6,0,1,Failure,3756,1,Failed,1,1,3,6,0,very_high,low,4,Savings,Tablet,B537,3,6,5,1,1,1
TXN0057863,0,0,0,0,806,2,0,West,4,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,141,2.35,>2h,4,6,0,1,Success,958,0,Synced,0,0,4,6,0,moderate,none,0,Savings,Tablet,B435,3,6,1,0,0,0
TXN0031420,0,0,0,0,627,1,0,East,21,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,64,1.0666666666666669,1-2h,21,6,0,1,Success,725,0,Synced,0,0,21,6,0,moderate,none,0,Savings,Tablet,B320,3,6,1,0,0,0
TXN0085903,0,0,0,0,851,1,0,North,19,6,1,moderate,low,0,0,1,0,0,0,0,0,No_Error,0,145,2.4166666666666665,>2h,19,6,0,1,Success,966,0,Synced,0,0,19,6,0,moderate,none,0,Current,Tablet,B292,3,6,1,0,0,0
TXN0081156,0,0,0,0,1109,1,0,South,19,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,119,1.9833333333333332,1-2h,19,6,0,1,Success,1127,0,Synced,0,0,19,6,0,high,none,1,Current,Tablet,B573,3,6,2,0,1,1
TXN0077890,0,0,0,0,315,2,0,East,12,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,29,0.4833333333333333,15-30m,12,6,0,0,Success,968,0,Synced,0,0,12,6,0,moderate,none,0,Current,Tablet,B153,3,6,0,0,0,0
TXN0089074,0,0,0,0,559,1,0,South,7,6,1,moderate,low,0,0,0,0,0,0,1,0,No_Error,0,116,1.9333333333333331,1-2h,7,6,0,1,Success,347,0,Synced,0,0,7,6,0,low,none,0,Savings,Tablet,B481,3,6,1,0,0,0
TXN0074493,1,1,0,0,3119,1,1,East,10,6,1,very_high,low,1,1,0,0,0,1,1,1,PAN,0,276,4.6,>2h,10,6,1,2,Success,818,0,Synced,0,0,10,6,1,moderate,none,0,Savings,Mobile,B415,3,6,4,2,1,0
TXN0016644,0,0,0,1,1073,1,0,East,8,6,1,high,low,1,0,0,0,0,0,0,0,No_Error,0,150,2.5,>2h,8,6,0,1,Success,453,0,Synced,0,0,8,6,0,low,none,0,Savings,Tablet,B445,3,6,1,0,1,0
TXN0001718,0,0,1,1,1132,2,0,North,18,6,1,high,medium,1,0,0,0,0,0,0,0,No_Error,0,55,0.9166666666666666,30-60m,18,6,0,0,Failure,3321,1,Failed,1,1,18,6,0,very_high,low,4,Savings,Mobile,B334,3,6,4,1,1,1
TXN0004878,0,1,1,1,791,1,0,North,2,6,1,moderate,low,0,1,0,0,0,0,0,1,KYC_ID,1,145,2.4166666666666665,>2h,2,6,0,3,Failure,2745,1,Failed,1,1,2,6,0,very_high,low,4,Savings,Mobile,B135,3,6,7,2,0,1
TXN0046420,0,0,0,0,863,2,0,South,19,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,103,1.7166666666666666,1-2h,19,6,0,1,Success,1165,0,Synced,0,0,19,6,0,high,none,1,Savings,Mobile,B261,3,6,2,0,0,1
TXN0057413,0,0,0,0,1029,2,0,East,1,6,1,high,medium,0,0,0,0,0,0,1,0,No_Error,0,84,1.4,1-2h,1,6,0,1,Success,418,0,Synced,0,0,1,6,0,low,none,0,Savings,Tablet,B454,3,6,1,0,1,0
TXN0048209,0,0,0,0,369,1,0,East,3,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,83,1.3833333333333333,1-2h,3,6,0,1,Success,1191,0,Synced,0,0,3,6,0,high,none,1,Savings,Mobile,B314,3,6,2,0,0,1
TXN0078684,0,1,0,1,861,2,0,West,17,6,1,moderate,medium,0,0,0,0,0,0,0,1,PAN,0,140,2.333333333333333,>2h,17,6,0,2,Success,1159,0,Synced,0,0,17,6,0,high,none,1,Savings,Mobile,B446,3,6,3,1,0,1
TXN0076283,0,0,0,0,234,1,0,East,7,6,1,low,low,0,0,0,1,0,0,0,0,No_Error,0,64,1.0666666666666669,1-2h,7,6,0,1,Success,833,0,Synced,0,0,7,6,0,moderate,none,0,Savings,Mobile,B571,3,6,1,0,0,0
TXN0009683,0,0,0,0,757,1,0,North,12,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,169,2.816666666666667,>2h,12,6,0,1,Success,442,0,Synced,0,0,12,6,0,low,none,0,Savings,Tablet,B120,3,6,1,0,0,0
TXN0028574,0,1,0,0,969,1,0,West,18,6,1,moderate,low,0,0,0,0,0,0,0,1,DOB,0,280,4.666666666666667,>2h,18,6,0,2,Success,432,0,Synced,0,0,18,6,0,low,none,0,Current,Mobile,B321,3,6,2,1,0,0
TXN0017719,0,0,1,0,461,1,0,South,15,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,71,1.1833333333333331,1-2h,15,6,0,1,Failure,2246,1,Failed,1,1,15,6,0,very_high,low,4,Current,Tablet,B166,3,6,5,1,0,1
TXN0083966,0,0,0,0,1004,1,0,South,2,6,1,high,low,0,0,0,0,0,0,0,0,No_Error,0,88,1.4666666666666666,1-2h,2,6,0,1,Success,309,0,Synced,0,0,2,6,0,low,none,0,Current,Mobile,B155,3,6,1,0,1,0
TXN0010331,0,1,0,1,1185,1,0,South,18,6,1,high,low,0,0,1,0,0,0,1,1,KYC_ID,0,285,4.75,>2h,18,6,0,2,Success,1139,0,Synced,0,0,18,6,0,high,none,1,Savings,Tablet,B301,3,6,3,1,1,1
TXN0007200,0,0,0,0,790,1,0,East,7,6,1,moderate,low,1,0,1,0,0,0,0,0,No_Error,0,172,2.8666666666666667,>2h,7,6,0,1,Success,482,0,Synced,0,0,7,6,0,low,none,0,Savings,Mobile,B122,3,6,1,0,0,0
TXN0023476,0,0,0,0,382,1,0,South,1,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,76,1.2666666666666666,1-2h,1,6,0,1,Success,1188,0,Synced,0,0,1,6,0,high,none,1,Current,Mobile,B181,3,6,2,0,0,1
TXN0095171,0,1,0,0,490,2,0,West,20,6,1,low,medium,0,0,0,0,0,0,0,1,Address,1,229,3.816666666666667,>2h,20,6,0,3,Success,1084,0,Synced,0,0,20,6,0,high,none,1,Savings,Tablet,B319,3,6,4,1,0,1
TXN0037378,0,1,0,0,639,1,0,West,18,6,1,moderate,low,0,0,0,0,0,0,0,1,KYC_ID,1,160,2.6666666666666665,>2h,18,6,0,3,Success,603,0,Synced,0,0,18,6,0,moderate,none,0,Current,Tablet,B598,3,6,3,1,0,0
TXN0032528,0,0,0,1,2888,1,1,South,11,6,1,very_high,low,1,1,1,0,0,1,0,0,No_Error,0,131,2.183333333333333,>2h,11,6,1,1,Success,603,0,Synced,0,0,11,6,1,moderate,none,0,Savings,Mobile,B123,3,6,3,0,1,0
TXN0095782,0,0,0,0,708,1,0,West,7,6,1,moderate,low,0,0,0,1,0,0,0,0,No_Error,0,96,1.6,1-2h,7,6,0,1,Success,1083,0,Synced,0,0,7,6,0,high,none,1,Savings,Tablet,B425,3,6,2,0,0,1
TXN0028771,0,0,0,0,377,1,0,East,14,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,16,0.2666666666666666,15-30m,14,6,0,0,Success,1182,0,Synced,0,0,14,6,0,high,none,1,Savings,Mobile,B243,3,6,1,0,0,1
TXN0070266,0,1,0,1,516,2,0,North,23,6,1,moderate,medium,0,0,0,0,0,0,0,1,Address,1,74,1.2333333333333334,1-2h,23,6,0,3,Success,618,0,Synced,0,0,23,6,0,moderate,none,0,Current,Mobile,B476,3,6,3,1,0,0
TXN0073264,0,0,0,0,569,2,0,West,8,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,86,1.4333333333333331,1-2h,8,6,0,1,Success,999,0,Synced,0,0,8,6,0,moderate,none,0,Current,Mobile,B413,3,6,1,0,0,0
TXN0068441,1,1,0,0,3138,1,1,South,11,6,1,very_high,low,0,0,0,1,0,0,1,1,PAN,0,211,3.5166666666666666,>2h,11,6,1,2,Success,465,0,Synced,0,0,11,6,1,low,none,0,Savings,Mobile,B263,3,6,4,2,1,0
TXN0086325,0,0,0,0,200,2,0,South,17,6,1,low,medium,0,0,0,0,0,0,0,0,No_Error,0,29,0.4833333333333333,15-30m,17,6,0,0,Success,814,0,Synced,0,0,17,6,0,moderate,none,0,Current,Tablet,B555,3,6,0,0,0,0
TXN0076127,0,0,0,0,772,1,0,East,4,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,30,0.5,15-30m,4,6,0,0,Success,982,0,Synced,0,0,4,6,0,moderate,none,0,Savings,Mobile,B545,3,6,0,0,0,0
TXN0097872,0,0,0,0,443,1,0,East,4,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,81,1.35,1-2h,4,6,0,1,Success,1126,0,Synced,0,0,4,6,0,high,none,1,Current,Tablet,B532,3,6,2,0,0,1
TXN0078806,1,1,0,1,2539,1,1,North,11,6,1,very_high,low,1,0,1,0,1,1,0,1,PAN,1,272,4.533333333333333,>2h,11,6,1,3,Success,370,0,Synced,0,0,11,6,1,low,none,0,Savings,Mobile,B318,3,6,5,2,1,0
TXN0032345,0,0,0,0,1094,2,0,West,13,6,1,high,medium,0,0,0,1,0,0,0,0,No_Error,0,161,2.683333333333333,>2h,13,6,0,1,Success,681,0,Synced,0,0,13,6,0,moderate,none,0,Savings,Tablet,B443,3,6,1,0,1,0
TXN0010484,1,0,0,0,3190,1,1,South,11,6,1,very_high,low,1,0,1,1,0,1,0,0,No_Error,0,81,1.35,1-2h,11,6,1,1,Success,1063,0,Synced,0,0,11,6,1,high,none,1,Savings,Mobile,B301,3,6,4,1,1,1
TXN0012492,0,0,0,0,815,1,0,North,22,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,64,1.0666666666666669,1-2h,22,6,0,1,Success,584,0,Synced,0,0,22,6,0,moderate,none,0,Savings,Tablet,B574,3,6,1,0,0,0
TXN0061904,0,1,0,0,1089,3,0,West,17,6,1,high,high,0,0,0,0,0,0,0,1,DOB,1,279,4.65,>2h,17,6,0,3,Success,703,0,Synced,0,0,17,6,0,moderate,none,0,Savings,Mobile,B192,3,6,3,1,1,0
TXN0057503,0,0,0,0,451,1,0,North,7,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,134,2.2333333333333334,>2h,7,6,0,1,Success,674,0,Synced,0,0,7,6,0,moderate,none,0,Current,Mobile,B593,3,6,1,0,0,0
TXN0081022,0,0,0,0,416,1,0,East,8,6,1,low,low,0,0,0,1,0,0,0,0,No_Error,0,32,0.5333333333333333,30-60m,8,6,0,0,Success,1062,0,Synced,0,0,8,6,0,high,none,1,Savings,Tablet,B343,3,6,1,0,0,1
TXN0011287,0,0,0,0,823,1,0,South,16,6,1,moderate,low,1,1,1,0,0,0,0,0,No_Error,0,116,1.9333333333333331,1-2h,16,6,0,1,Success,1155,0,Synced,0,0,16,6,0,high,none,1,Savings,Tablet,B524,3,6,2,0,0,1
TXN0081192,0,0,0,0,486,1,0,West,13,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,109,1.8166666666666669,1-2h,13,6,0,1,Success,627,0,Synced,0,0,13,6,0,moderate,none,0,Savings,Mobile,B112,3,6,1,0,0,0
TXN0015715,0,0,0,1,988,1,0,West,0,6,1,moderate,low,1,0,0,0,0,0,1,0,No_Error,0,71,1.1833333333333331,1-2h,0,6,0,1,Success,785,0,Synced,0,0,0,6,0,moderate,none,0,Current,Mobile,B109,3,6,1,0,0,0
TXN0057212,0,0,0,0,1087,1,0,East,16,6,1,high,low,1,0,0,0,0,0,0,0,No_Error,0,165,2.75,>2h,16,6,0,1,Success,369,0,Synced,0,0,16,6,0,low,none,0,Savings,Mobile,B557,3,6,1,0,1,0
TXN0021866,0,0,0,0,453,1,0,South,4,6,1,low,low,0,1,0,0,1,0,0,0,No_Error,0,143,2.3833333333333333,>2h,4,6,0,1,Success,1067,0,Synced,0,0,4,6,0,high,none,1,Savings,Mobile,B557,3,6,2,0,0,1
TXN0086024,0,1,0,0,201,3,0,North,17,6,1,low,high,0,0,1,0,0,0,0,1,PAN,0,214,3.566666666666667,>2h,17,6,0,2,Success,856,0,Synced,0,0,17,6,0,moderate,none,0,Savings,Mobile,B578,3,6,2,1,0,0
TXN0072194,0,0,0,0,763,2,0,East,6,6,1,moderate,medium,0,0,0,0,0,0,1,0,No_Error,0,16,0.2666666666666666,15-30m,6,6,0,0,Success,535,0,Synced,0,0,6,6,0,moderate,none,0,Savings,Mobile,B389,3,6,0,0,0,0
TXN0055376,0,0,0,0,271,2,0,North,5,6,1,low,medium,1,0,0,0,0,0,0,0,No_Error,0,164,2.7333333333333334,>2h,5,6,0,1,Success,534,0,Synced,0,0,5,6,0,moderate,none,0,Savings,Tablet,B423,3,6,1,0,0,0
TXN0052397,0,0,0,0,949,1,0,East,14,6,1,moderate,low,0,0,0,0,0,1,0,0,No_Error,0,168,2.8,>2h,14,6,0,1,Success,882,0,Synced,0,0,14,6,0,moderate,none,0,Savings,Tablet,B573,3,6,1,0,0,0
TXN0067406,0,0,0,0,654,1,0,West,2,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,108,1.8,1-2h,2,6,0,1,Success,814,0,Synced,0,0,2,6,0,moderate,none,0,Savings,Mobile,B128,3,6,1,0,0,0
TXN0091896,0,0,0,0,412,1,0,South,22,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,17,0.2833333333333333,15-30m,22,6,0,0,Success,423,0,Synced,0,0,22,6,0,low,none,0,Current,Tablet,B581,3,6,0,0,0,0
TXN0084074,0,1,0,0,783,1,0,West,20,6,1,moderate,low,0,1,0,0,0,0,0,1,DOB,1,68,1.1333333333333333,1-2h,20,6,0,3,Success,500,0,Synced,0,0,20,6,0,low,none,0,Current,Mobile,B220,3,6,3,1,0,0
TXN0062183,0,0,0,0,868,2,0,East,1,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,6,0.1,<=15m,1,6,0,0,Success,606,0,Synced,0,0,1,6,0,moderate,none,0,Current,Mobile,B471,3,6,0,0,0,0
TXN0026147,0,1,0,0,694,3,0,West,0,6,1,moderate,high,0,0,0,0,0,0,1,1,Address,0,65,1.0833333333333333,1-2h,0,6,0,2,Success,1087,0,Synced,0,0,0,6,0,high,none,1,Current,Tablet,B530,3,6,3,1,0,1
TXN0008600,0,0,0,0,533,1,0,West,18,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,102,1.7,1-2h,18,6,0,1,Success,371,0,Synced,0,0,18,6,0,low,none,0,Savings,Tablet,B321,3,6,1,0,0,0
TXN0018168,0,0,0,0,690,1,0,South,7,6,1,moderate,low,0,1,0,1,0,0,0,0,No_Error,0,175,2.9166666666666665,>2h,7,6,0,1,Success,625,0,Synced,0,0,7,6,0,moderate,none,0,Savings,Mobile,B493,3,6,1,0,0,0
TXN0009991,0,0,0,1,1108,2,0,West,8,6,1,high,medium,0,0,0,0,0,0,1,0,No_Error,0,51,0.85,30-60m,8,6,0,0,Success,761,0,Synced,0,0,8,6,0,moderate,none,0,Current,Tablet,B476,3,6,0,0,1,0
TXN0010443,0,0,0,0,928,1,0,West,4,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,123,2.05,>2h,4,6,0,1,Success,559,0,Synced,0,0,4,6,0,moderate,none,0,Savings,Tablet,B141,3,6,1,0,0,0
TXN0039654,1,0,0,0,762,1,0,West,7,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,122,2.033333333333333,>2h,7,6,0,1,Success,364,0,Synced,0,0,7,6,0,low,none,0,Savings,Tablet,B342,3,6,1,1,0,0
TXN0094017,0,0,0,0,786,1,0,South,13,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,65,1.0833333333333333,1-2h,13,6,0,1,Success,336,0,Synced,0,0,13,6,0,low,none,0,Savings,Mobile,B134,3,6,1,0,0,0
TXN0005019,1,0,0,0,373,1,0,South,3,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,156,2.6,>2h,3,6,0,1,Success,1049,0,Synced,0,0,3,6,0,high,none,1,Savings,Tablet,B155,3,6,2,1,0,1
TXN0029727,0,1,0,0,929,1,0,North,12,6,1,moderate,low,0,0,0,0,0,0,1,1,KYC_ID,1,263,4.383333333333334,>2h,12,6,0,3,Success,610,0,Synced,0,0,12,6,0,moderate,none,0,Current,Mobile,B128,3,6,3,1,0,0
TXN0064181,0,0,0,0,975,1,0,West,16,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,87,1.45,1-2h,16,6,0,1,Success,863,0,Synced,0,0,16,6,0,moderate,none,0,Current,Mobile,B316,3,6,1,0,0,0
TXN0028221,0,1,0,0,437,1,0,East,20,6,1,low,low,0,0,0,0,0,0,0,1,KYC_ID,1,237,3.95,>2h,20,6,0,3,Success,420,0,Synced,0,0,20,6,0,low,none,0,Current,Mobile,B285,3,6,3,1,0,0
TXN0089220,0,0,0,0,3624,1,1,West,11,6,1,very_high,low,0,1,1,0,0,0,1,0,No_Error,0,42,0.7,30-60m,11,6,1,0,Success,681,0,Synced,0,0,11,6,1,moderate,none,0,Savings,Mobile,B519,3,6,2,0,1,0
TXN0071254,0,1,0,0,596,1,0,East,12,6,1,moderate,low,0,0,0,0,0,0,0,1,Address,0,96,1.6,1-2h,12,6,0,2,Success,645,0,Synced,0,0,12,6,0,moderate,none,0,Current,Tablet,B594,3,6,2,1,0,0
TXN0002687,0,0,0,0,441,1,0,West,20,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,13,0.2166666666666666,<=15m,20,6,0,0,Success,602,0,Synced,0,0,20,6,0,moderate,none,0,Current,Tablet,B501,3,6,0,0,0,0
TXN0091654,0,1,0,1,954,1,0,South,8,6,1,moderate,low,1,0,0,0,0,0,0,1,DOB,1,111,1.85,1-2h,8,6,0,3,Success,570,0,Synced,0,0,8,6,0,moderate,none,0,Current,Mobile,B285,3,6,3,1,0,0
TXN0035425,1,0,0,0,745,2,0,East,20,6,1,moderate,medium,0,0,0,0,0,1,0,0,No_Error,0,82,1.3666666666666667,1-2h,20,6,0,1,Success,661,0,Synced,0,0,20,6,0,moderate,none,0,Current,Mobile,B220,3,6,1,1,0,0
TXN0017136,0,1,0,0,840,1,0,South,2,6,1,moderate,low,0,0,0,0,0,0,0,1,DOB,0,165,2.75,>2h,2,6,0,2,Success,652,0,Synced,0,0,2,6,0,moderate,none,0,Current,Mobile,B439,3,6,2,1,0,0
TXN0021678,0,0,0,0,963,1,0,North,15,6,1,moderate,low,0,0,0,0,0,0,0,0,No_Error,0,35,0.5833333333333334,30-60m,15,6,0,0,Success,1065,0,Synced,0,0,15,6,0,high,none,1,Current,Mobile,B479,3,6,1,0,0,1
TXN0050943,0,0,0,0,427,1,0,West,7,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,52,0.8666666666666667,30-60m,7,6,0,0,Success,927,0,Synced,0,0,7,6,0,moderate,none,0,Current,Tablet,B362,3,6,0,0,0,0
TXN0014131,0,0,0,1,3202,1,1,South,9,6,1,very_high,low,1,0,0,0,0,1,1,0,No_Error,0,83,1.3833333333333333,1-2h,9,6,1,1,Success,1183,0,Synced,0,0,9,6,1,high,none,1,Current,Tablet,B565,3,6,4,0,1,1
TXN0024665,0,0,0,0,514,3,0,South,14,6,1,moderate,high,0,0,0,0,0,0,0,0,No_Error,0,71,1.1833333333333331,1-2h,14,6,0,1,Success,458,0,Synced,0,0,14,6,0,low,none,0,Savings,Mobile,B593,3,6,1,0,0,0
TXN0016409,0,0,0,1,432,3,0,South,14,6,1,low,high,0,0,0,0,0,0,0,0,No_Error,0,123,2.05,>2h,14,6,0,1,Success,811,0,Synced,0,0,14,6,0,moderate,none,0,Savings,Tablet,B107,3,6,1,0,0,0
TXN0053229,0,0,1,0,329,1,0,West,6,6,1,low,low,0,0,0,0,0,0,0,0,No_Error,0,55,0.9166666666666666,30-60m,6,6,0,0,Failure,4671,3,Failed,1,0,6,6,0,very_high,high,3,Current,Mobile,B179,3,6,3,1,0,1
TXN0014502,1,1,0,1,1196,1,0,West,12,6,1,high,low,1,0,0,0,1,0,0,1,KYC_ID,1,114,1.9,1-2h,12,6,0,3,Success,322,0,Synced,0,0,12,6,0,low,none,0,Current,Tablet,B505,3,6,3,2,1,0
TXN0006664,0,0,0,0,882,1,0,South,19,6,1,moderate,low,1,0,0,0,0,0,1,0,No_Error,0,159,2.65,>2h,19,6,0,1,Success,1052,0,Synced,0,0,19,6,0,high,none,1,Savings,Mobile,B230,3,6,2,0,0,1
TXN0077460,0,0,0,0,769,1,0,North,13,6,1,moderate,low,1,0,0,0,0,0,0,0,No_Error,0,149,2.4833333333333334,>2h,13,6,0,1,Success,405,0,Synced,0,0,13,6,0,low,none,0,Current,Mobile,B119,3,6,1,0,0,0
TXN0014984,0,0,0,0,678,2,0,North,1,6,1,moderate,medium,0,0,0,0,0,0,0,0,No_Error,0,40,0.6666666666666666,30-60m,1,6,0,0,Success,703,0,Synced,0,0,1,6,0,moderate,none,0,Current,Mobile,B472,3,6,0,0,0,0
TXN0033198,0,0,0,0,968,3,0,East,0,6,1,moderate,high,0,0,0,0,0,0,0,0,No_Error,0,152,2.533333333333333,>2h,0,6,0,1,Success,570,0,Synced,0,0,0,6,0,moderate,none,0,Savings,Tablet,B295,3,6,1,0,0,0
TXN0006423,1,0,0,0,3331,2,1,South,9,6,1,very_high,medium,1,1,1,0,0,0,1,0,No_Error,0,98,1.6333333333333333,1-2h,9,6,1,1,Success,300,0,Synced,0,0,9,6,1,low,none,0,Current,Mobile,B254,3,6,3,1,1,0
